"Travel motives";"Population";"Travel modes";"Margins";"Region characteristics";"Periods";"Average per person per day/Trips (number)";"Average per person per day/Distance travelled                       (passenger kilometres )";"Average per person per year/Trips (number)";"Average per person per year/Distance travelled    (passenger kilometres )"
"Attending education/courses";"Population 6 years or older";"Total";"Value";"Hardly urbanised";"2019";"    0.22";"    2.25";"      80";"     821"
"Attending education/courses";"Population 6 years or older";"Total";"Value";"Hardly urbanised";"2020";"    0.14";"    1.21";"      51";"     444"
"Attending education/courses";"Population 6 years or older";"Total";"Value";"Hardly urbanised";"2021";"    0.14";"    1.39";"      52";"     507"
"Attending education/courses";"Population 6 years or older";"Total";"Value";"Not urbanised";"2018";"    0.23";"    2.82";"      83";"    1031"
"Attending education/courses";"Population 6 years or older";"Total";"Value";"Not urbanised";"2019";"    0.19";"    2.50";"      69";"     913"
"Attending education/courses";"Population 6 years or older";"Total";"Value";"Not urbanised";"2020";"    0.14";"    1.61";"      53";"     589"
"Attending education/courses";"Population 6 years or older";"Total";"Value";"Not urbanised";"2021";"    0.13";"    1.26";"      46";"     459"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2018";"    0.02";"    0.39";"       6";"     143"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2019";"    0.01";"    0.37";"       5";"     136"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2020";"    0.01";"    0.21";"       3";"      77"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2021";"    0.01";"    0.23";"       3";"      86"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2018";"    0.01";"    0.19";"       3";"      69"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2019";"    0.01";"    0.22";"       3";"      80"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2020";"    0.01";"    0.18";"       2";"      64"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2021";"    0.01";"    0.12";"       2";"      45"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2018";"    0.01";"    0.33";"       5";"     119"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2019";"    0.02";"    0.36";"       5";"     133"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2020";"    0.01";"    0.20";"       3";"      73"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2021";"    0.01";"    0.24";"       3";"      88"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2018";"    0.02";"    0.46";"       6";"     167"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2019";"    0.01";"    0.38";"       5";"     137"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2018";"    0.02";"    0.52";"       7";"     192"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2019";"    0.02";"    0.50";"       6";"     183"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2020";"    0.01";"    0.24";"       4";"      90"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2021";"    0.01";"    0.29";"       4";"     107"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2018";"    0.02";"    0.76";"       8";"     279"
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2018";"    0.02";"    0.20";"       8";"      72"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2019";"    0.02";"    0.19";"       9";"      70"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2020";"    0.02";"    0.12";"       6";"      46"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2021";"    0.02";"    0.16";"       6";"      59"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2018";"    0.02";"    0.13";"       6";"      48"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2019";"    0.02";"    0.10";"       7";"      35"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2020";"    0.02";"    0.08";"       6";"      29"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2021";"    0.01";"    0.09";"       5";"      33"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2018";"    0.02";"    0.17";"       8";"      62"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2019";"    0.03";"    0.26";"      10";"      96"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2020";"    0.02";"    0.11";"       6";"      41"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2021";"    0.02";"    0.20";"       7";"      75"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2018";"    0.03";"    0.18";"       9";"      65"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2019";"    0.03";"    0.16";"       9";"      60"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2020";"    0.02";"    0.14";"       6";"      52"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2021";"    0.02";"    0.18";"       6";"      67"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2018";"    0.03";"    0.30";"      10";"     109"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2019";"    0.02";"    0.22";"       9";"      80"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2020";"    0.02";"    0.15";"       6";"      55"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2021";"    0.02";"    0.17";"       6";"      64"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2018";"    0.02";"       .";"       9";"       ."
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2019";"    0.02";"       .";"       9";"       ."
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2020";"    0.03";"    0.22";"      10";"      81"
"Attending education/courses";"Population 6 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Train";"Value";"The Netherlands";"2018";"    0.01";"    0.63";"       5";"     230"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"The Netherlands";"2019";"    0.02";"    0.66";"       6";"     239"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"The Netherlands";"2020";"    0.01";"    0.22";"       2";"      79"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"The Netherlands";"2021";"    0.01";"    0.28";"       3";"     101"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Extremely urbanised";"2018";"    0.01";"    0.62";"       5";"     227"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Extremely urbanised";"2019";"    0.02";"    0.64";"       6";"     233"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Extremely urbanised";"2020";"    0.01";"    0.18";"       2";"      67"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Extremely urbanised";"2021";"    0.01";"    0.28";"       3";"     103"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Strongly urbanised";"2018";"    0.02";"    0.70";"       6";"     256"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Strongly urbanised";"2019";"    0.02";"    0.79";"       6";"     288"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Strongly urbanised";"2020";"    0.01";"    0.23";"       2";"      85"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Strongly urbanised";"2021";"    0.01";"    0.29";"       3";"     105"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Moderately urbanised";"2018";"    0.02";"    0.64";"       6";"     232"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Moderately urbanised";"2019";"    0.02";"    0.67";"       6";"     243"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Hardly urbanised";"2018";"    0.01";"    0.56";"       5";"     206"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Hardly urbanised";"2019";"    0.01";"    0.50";"       5";"     182"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Hardly urbanised";"2021";"    0.01";"    0.24";"       2";"      88"
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Not urbanised";"2018";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Train";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"The Netherlands";"2018";"    0.02";"    0.31";"       6";"     113"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"The Netherlands";"2019";"    0.02";"    0.29";"       6";"     107"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"The Netherlands";"2020";"    0.01";"    0.14";"       3";"      51"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"The Netherlands";"2021";"    0.01";"    0.14";"       3";"      51"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Extremely urbanised";"2018";"    0.03";"    0.33";"      11";"     119"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Extremely urbanised";"2019";"    0.02";"    0.30";"       9";"     108"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Extremely urbanised";"2020";"    0.01";"    0.14";"       5";"      51"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Extremely urbanised";"2021";"    0.01";"    0.14";"       5";"      52"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Strongly urbanised";"2018";"    0.01";"    0.23";"       4";"      83"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Strongly urbanised";"2019";"    0.01";"    0.21";"       4";"      77"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Strongly urbanised";"2020";"    0.00";"    0.09";"       2";"      32"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Strongly urbanised";"2021";"    0.01";"    0.12";"       2";"      43"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Moderately urbanised";"2018";"    0.01";"    0.29";"       4";"     104"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Moderately urbanised";"2019";"    0.01";"    0.28";"       4";"     102"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Hardly urbanised";"2018";"    0.02";"    0.37";"       6";"     134"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Hardly urbanised";"2019";"    0.01";"    0.36";"       5";"     131"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Hardly urbanised";"2021";"    0.01";"    0.21";"       3";"      77"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Not urbanised";"2018";"    0.02";"    0.45";"       6";"     164"
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Bus/metro";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"The Netherlands";"2018";"    0.12";"    0.43";"      44";"     158"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"The Netherlands";"2019";"    0.12";"    0.42";"      42";"     154"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"The Netherlands";"2020";"    0.08";"    0.26";"      27";"      97"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"The Netherlands";"2021";"    0.07";"    0.26";"      27";"      96"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Extremely urbanised";"2018";"    0.11";"    0.35";"      41";"     129"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Extremely urbanised";"2019";"    0.12";"    0.36";"      42";"     131"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Extremely urbanised";"2020";"    0.07";"    0.19";"      24";"      70"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Extremely urbanised";"2021";"    0.07";"    0.21";"      26";"      77"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Strongly urbanised";"2018";"    0.12";"    0.40";"      45";"     145"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Strongly urbanised";"2019";"    0.12";"    0.35";"      43";"     128"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Strongly urbanised";"2020";"    0.08";"    0.24";"      29";"      87"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Strongly urbanised";"2021";"    0.08";"    0.24";"      28";"      88"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Moderately urbanised";"2018";"    0.11";"    0.40";"      41";"     147"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Moderately urbanised";"2019";"    0.12";"    0.44";"      44";"     160"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Moderately urbanised";"2020";"    0.08";"    0.25";"      28";"      91"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Moderately urbanised";"2021";"    0.08";"    0.27";"      29";"      98"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Hardly urbanised";"2018";"    0.13";"    0.53";"      47";"     193"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Hardly urbanised";"2019";"    0.12";"    0.52";"      43";"     190"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Hardly urbanised";"2020";"    0.08";"    0.34";"      28";"     125"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Hardly urbanised";"2021";"    0.08";"    0.34";"      28";"     126"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Not urbanised";"2018";"    0.12";"    0.61";"      43";"     224"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Not urbanised";"2019";"    0.09";"    0.57";"      34";"     207"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Not urbanised";"2020";"    0.07";"    0.42";"      27";"     153"
"Attending education/courses";"Population 6 years or older";"Bike";"Value";"Not urbanised";"2021";"    0.06";"    0.27";"      21";"      99"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"The Netherlands";"2018";"    0.03";"    0.04";"      11";"      14"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"The Netherlands";"2019";"    0.03";"    0.04";"      11";"      14"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"The Netherlands";"2020";"    0.02";"    0.02";"       7";"       7"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"The Netherlands";"2021";"    0.02";"    0.03";"       8";"       9"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Extremely urbanised";"2018";"    0.04";"    0.05";"      13";"      20"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Extremely urbanised";"2019";"    0.04";"    0.06";"      14";"      21"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Extremely urbanised";"2020";"    0.02";"    0.03";"       8";"      10"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Extremely urbanised";"2021";"    0.03";"    0.03";"       9";"      12"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Strongly urbanised";"2018";"    0.03";"    0.04";"      13";"      15"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Strongly urbanised";"2019";"    0.03";"    0.04";"      11";"      13"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Strongly urbanised";"2020";"    0.02";"    0.02";"       8";"       7"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Strongly urbanised";"2021";"    0.03";"    0.03";"       9";"       9"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Moderately urbanised";"2018";"    0.03";"    0.03";"      11";"      12"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Moderately urbanised";"2019";"    0.03";"    0.04";"      10";"      13"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Moderately urbanised";"2020";"    0.02";"    0.02";"       6";"       6"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Moderately urbanised";"2021";"    0.02";"    0.02";"       8";"       7"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Hardly urbanised";"2018";"    0.02";"    0.02";"       8";"       9"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Hardly urbanised";"2019";"    0.03";"    0.03";"       9";"      10"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Hardly urbanised";"2020";"    0.02";"    0.02";"       6";"       6"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Hardly urbanised";"2021";"    0.02";"    0.02";"       6";"       8"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Not urbanised";"2018";"    0.02";"    0.03";"       9";"      10"
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population 6 years or older";"Walking";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
