"Travel motives";"Population";"Travel modes";"Margins";"Region characteristics";"Periods";"Average per person per day/Trips (number)";"Average per person per day/Distance travelled                       (passenger kilometres )";"Average per person per year/Trips (number)";"Average per person per year/Distance travelled    (passenger kilometres )"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"The Netherlands";"2021";"    0.09";"    1.10";"      32";"     402"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Extremely urbanised";"2018";"    0.16";"    1.70";"      59";"     622"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Extremely urbanised";"2019";"    0.16";"    1.67";"      59";"     611"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Extremely urbanised";"2020";"    0.08";"    0.75";"      30";"     274"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Extremely urbanised";"2021";"    0.09";"    0.86";"      33";"     315"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Strongly urbanised";"2018";"    0.15";"    1.88";"      54";"     685"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Strongly urbanised";"2019";"    0.15";"    2.05";"      54";"     750"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Strongly urbanised";"2020";"    0.08";"    0.86";"      30";"     314"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Strongly urbanised";"2021";"    0.09";"    1.09";"      34";"     398"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Moderately urbanised";"2018";"    0.14";"    2.05";"      52";"     748"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Moderately urbanised";"2019";"    0.14";"    1.98";"      52";"     722"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Moderately urbanised";"2020";"    0.08";"    0.91";"      30";"     333"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Moderately urbanised";"2021";"    0.09";"    1.15";"      31";"     418"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Hardly urbanised";"2018";"    0.15";"    2.35";"      53";"     857"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Hardly urbanised";"2019";"    0.14";"    2.19";"      50";"     798"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Hardly urbanised";"2020";"    0.08";"    1.11";"      29";"     408"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Hardly urbanised";"2021";"    0.09";"    1.34";"      32";"     490"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Not urbanised";"2018";"    0.15";"    2.79";"      54";"    1017"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Not urbanised";"2019";"    0.13";"    2.48";"      47";"     906"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Not urbanised";"2020";"    0.09";"    1.52";"      34";"     558"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"Not urbanised";"2021";"    0.07";"    1.20";"      26";"     436"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2018";"    0.02";"    0.42";"       6";"     154"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2019";"    0.01";"    0.40";"       5";"     146"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2020";"    0.01";"    0.23";"       3";"      83"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2021";"    0.01";"    0.25";"       3";"      92"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2018";"    0.01";"    0.20";"       4";"      74"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2019";"    0.01";"    0.23";"       3";"      86"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2020";"    0.01";"    0.19";"       2";"      69"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2021";"    0.01";"    0.13";"       2";"      49"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2018";"    0.02";"    0.35";"       6";"     129"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2019";"    0.02";"    0.39";"       6";"     143"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2020";"    0.01";"    0.21";"       3";"      78"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2021";"    0.01";"    0.26";"       3";"      95"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2018";"    0.02";"    0.49";"       7";"     180"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2019";"    0.02";"    0.41";"       6";"     148"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2018";"    0.02";"    0.56";"       8";"     206"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2019";"    0.02";"    0.54";"       6";"     196"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2020";"    0.01";"    0.26";"       4";"      96"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2021";"    0.01";"    0.31";"       4";"     115"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2018";"    0.02";"    0.82";"       8";"     300"
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2018";"    0.01";"    0.13";"       3";"      48"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2019";"    0.01";"    0.12";"       2";"      44"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2020";"    0.00";"    0.07";"       2";"      26"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2021";"    0.01";"    0.11";"       2";"      41"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2018";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2020";"    0.00";"    0.04";"       2";"      15"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2021";"    0.00";"    0.05";"       2";"      17"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2018";"    0.01";"    0.10";"       2";"      38"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2019";"    0.01";"       .";"       3";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2021";"    0.01";"    0.13";"       2";"      48"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2018";"    0.01";"    0.11";"       3";"      39"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2018";"    0.01";"    0.23";"       4";"      85"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2019";"    0.01";"    0.14";"       2";"      49"
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2018";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"The Netherlands";"2018";"    0.02";"    0.68";"       6";"     247"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"The Netherlands";"2019";"    0.02";"    0.70";"       6";"     257"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"The Netherlands";"2020";"    0.01";"    0.23";"       2";"      85"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"The Netherlands";"2021";"    0.01";"    0.30";"       3";"     108"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Extremely urbanised";"2018";"    0.01";"    0.67";"       5";"     243"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Extremely urbanised";"2019";"    0.02";"    0.68";"       6";"     249"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Extremely urbanised";"2020";"    0.01";"    0.20";"       2";"      72"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Extremely urbanised";"2021";"    0.01";"    0.30";"       3";"     110"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Strongly urbanised";"2018";"    0.02";"    0.75";"       7";"     275"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Strongly urbanised";"2019";"    0.02";"    0.85";"       6";"     309"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Strongly urbanised";"2020";"    0.01";"    0.25";"       2";"      91"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Strongly urbanised";"2021";"    0.01";"    0.31";"       3";"     112"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Moderately urbanised";"2018";"    0.02";"    0.69";"       7";"     250"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Moderately urbanised";"2019";"    0.02";"    0.72";"       6";"     262"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Hardly urbanised";"2018";"    0.01";"    0.61";"       5";"     221"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Hardly urbanised";"2019";"    0.01";"    0.53";"       5";"     195"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Hardly urbanised";"2021";"    0.01";"    0.26";"       3";"      95"
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Not urbanised";"2018";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Train";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"The Netherlands";"2018";"    0.02";"    0.33";"       7";"     119"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"The Netherlands";"2019";"    0.02";"    0.31";"       6";"     114"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"The Netherlands";"2020";"    0.01";"    0.14";"       3";"      52"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"The Netherlands";"2021";"    0.01";"    0.15";"       3";"      54"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Extremely urbanised";"2018";"    0.03";"    0.34";"      11";"     126"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Extremely urbanised";"2019";"    0.02";"    0.31";"       9";"     113"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Extremely urbanised";"2020";"    0.01";"    0.13";"       5";"      49"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Extremely urbanised";"2021";"    0.01";"    0.15";"       5";"      53"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Strongly urbanised";"2018";"    0.01";"    0.24";"       5";"      88"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Strongly urbanised";"2019";"    0.01";"    0.23";"       4";"      82"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Strongly urbanised";"2020";"    0.00";"    0.09";"       2";"      33"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Strongly urbanised";"2021";"    0.01";"    0.12";"       2";"      45"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Moderately urbanised";"2018";"    0.01";"    0.31";"       4";"     112"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Moderately urbanised";"2019";"    0.01";"    0.30";"       5";"     109"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Hardly urbanised";"2018";"    0.02";"    0.39";"       6";"     143"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Hardly urbanised";"2019";"    0.02";"    0.39";"       6";"     141"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Hardly urbanised";"2021";"    0.01";"    0.22";"       3";"      82"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Not urbanised";"2018";"    0.02";"    0.46";"       6";"     169"
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Bus/metro";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"The Netherlands";"2018";"    0.08";"    0.39";"      29";"     143"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"The Netherlands";"2019";"    0.08";"    0.38";"      29";"     140"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"The Netherlands";"2020";"    0.05";"    0.23";"      17";"      85"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"The Netherlands";"2021";"    0.05";"    0.23";"      18";"      85"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Extremely urbanised";"2018";"    0.08";"    0.32";"      31";"     115"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Extremely urbanised";"2019";"    0.09";"    0.33";"      33";"     119"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Extremely urbanised";"2020";"    0.04";"    0.16";"      16";"      57"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Extremely urbanised";"2021";"    0.05";"    0.18";"      18";"      67"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Strongly urbanised";"2018";"    0.08";"    0.35";"      31";"     129"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Strongly urbanised";"2019";"    0.08";"    0.31";"      29";"     113"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Strongly urbanised";"2020";"    0.05";"    0.20";"      19";"      75"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Strongly urbanised";"2021";"    0.05";"    0.21";"      19";"      77"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Moderately urbanised";"2018";"    0.08";"    0.37";"      28";"     135"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Moderately urbanised";"2019";"    0.08";"    0.40";"      31";"     146"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Moderately urbanised";"2020";"    0.05";"    0.21";"      18";"      78"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Moderately urbanised";"2021";"    0.05";"    0.24";"      19";"      86"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Hardly urbanised";"2018";"    0.08";"    0.48";"      28";"     176"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Hardly urbanised";"2019";"    0.07";"    0.48";"      27";"     175"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Hardly urbanised";"2020";"    0.05";"    0.32";"      17";"     117"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Hardly urbanised";"2021";"    0.05";"    0.32";"      17";"     115"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2018";"    0.07";"    0.58";"      27";"     212"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2019";"    0.06";"    0.55";"      23";"     201"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2020";"    0.05";"    0.40";"      17";"     147"
"Attending education/courses";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2021";"    0.03";"    0.25";"      12";"      90"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2018";"    0.01";"    0.03";"       3";"      10"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2019";"    0.01";"    0.03";"       2";"      10"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2020";"    0.00";"    0.01";"       2";"       4"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2021";"    0.00";"    0.01";"       2";"       5"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2018";"    0.01";"    0.04";"       5";"      15"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2019";"    0.01";"    0.04";"       4";"      15"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2020";"    0.01";"    0.02";"       3";"       7"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2021";"    0.01";"    0.02";"       3";"       7"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2018";"    0.01";"    0.03";"       3";"       9"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2019";"    0.01";"    0.02";"       2";"       9"
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2018";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2018";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2021";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2018";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Attending education/courses";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
